Title,Proposal Url,Mission,Total,Rubric Results
Veldrome Finance - OS Developer Tooling,https://app.charmverse.io/op-grants/veldrome-finance-os-developer-tooling-9404967690150434,OS OP Stack Developer Tooling,81,"Criteria: Builder Commitment - Average: 3.0 || Total: 12
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.5 || Total: 6
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 

 Criteria: Infrastructure Draw - Average: 3.0 || Total: 12
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 

 Criteria: Milestone Orientation - Average: 1.8 || Total: 7
 

 

 Criteria: Milestones accountability - Average: 1.0 || Total: 4
 

 

 Criteria: Milestone Trackability - Average: 1.0 || Total: 4
 

 

 Criteria: Novelty - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 0.0 || Total: 0
 

 *I don't see how this tooling is itself a Optimism-focused tooling
 

 

 Criteria: Team assessment - Average: 3.8 || Total: 15
 

 

 Criteria: Timely Submission - Average: -2.0 || Total: -2"
Vain - An open marketplace for mining vanity ETH addresses,https://app.charmverse.io/op-grants/vain-an-open-marketplace-for-mining-vanity-eth-addresses-96344105785214,Builder Grants 2,77,"Criteria: Builder Commitment - Average: 1.3 || Total: 5
 

 *the commitment here is speculative
 

 

 Criteria: Builder Draw - Average: 1.0 || Total: 4
 

 *small likely dev footprint
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.8 || Total: 3
 

 

 Criteria: Development of OP Stack - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *not sure if it fits builders I'd be happy if we had a special purpose spray&pray fund for such projects. Otherwise this is already complete and not sure why it seeks additional grant.
 

 

 Criteria: Grant size - Average: 2.3 || Total: 9
 

 

 Criteria: Likelihood of success - Average: 1.5 || Total: 6
 

 *Isn't clear how it would scale
 

 *no reason it wouldn't succeed at what it does question is ofc how people find it
 

 

 Criteria: Milestone Orientation - Average: 0.5 || Total: 2
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Novelty - Average: 1.8 || Total: 7
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 3.5 || Total: 14
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
Unruggable - Scale ENS to OP,https://app.charmverse.io/op-grants/unruggable-scale-ens-to-op-5406472169146335,Scale ENS to OP,111,"Criteria: Accessibility / Efficieny - Average: 1.3 || Total: 5
 

 

 Criteria: Builder Commitment - Average: 2.8 || Total: 11
 

 

 Criteria: Demo included (optional available only for software projects) - Average: 0.8 || Total: 3
 

 

 Criteria: Discretionary Factors* - Average: 0.5 || Total: 2
 

 *in overall accomplish with the needed
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 

 Criteria: Insights for UX/UI design - Average: 1.5 || Total: 6
 

 

 Criteria: Likelihood of success - Average: 3.0 || Total: 12
 

 *tightly aligned with ENS clear vision of what is to be done track record
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestones accountability - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Non-defi user attraction - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.5 || Total: 10
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.5 || Total: 6
 

 

 Criteria: Sybil detection - Average: 0.0 || Total: 0
 

 

 Criteria: Team assessment - Average: 3.0 || Total: 12
 

 

 Criteria: User draw - Average: 1.0 || Total: 3
 

 

 Criteria: User retention - Average: 1.0 || Total: 3"
"Unitap: Enabling Farcaster incentive programs and featuring the ""Join Farcaster"" mission.",https://app.charmverse.io/op-grants/unitap-enabling-farcaster-incentive-programs-and-featuring-the-join-farcaster-mission-6967626996736458,Incentivize Projects to Integrate the Farcaster Social Graph,66,"Criteria: Code Audit (if applicable mark 0 if not) - Average: 0.0 || Total: 0
 

 *N/A
 

 *N/A
 

 *n/a
 

 *to be built N/A
 

 

 Criteria: Discretionary - Average: -1.0 || Total: -3
 

 *I do not see this as a strongusecase and think that farcaster can incentivize users to come in by itself (and the network of CB/Base/etc) instead of relying on these external programs.
 

 *This isn't a strong use case
 

 

 Criteria: Distribution implementation plan - Average: 1.5 || Total: 6
 

 *Distribution is fair
 

 *Agreed with another reviewer I do not see how this can limit sybils especially when trying to bring in new farcaster accounts and rewarding users with OP.
 

 *Plan is based around creating new farcaster accounts which isn't sybil resistant
 

 

 Criteria: Experimentation and Novelty - Average: 1.3 || Total: 5
 

 *Similar projects in the space
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 *Grant size is in line with proposed tasks.
 

 *14500
 

 

 Criteria: Intuitivity and ease of use - Average: 1.5 || Total: 6
 

 *Enterprise grade UX clear and easy to navigate
 

 *Hasn't been built yet can't properly examine UI/UX for a final product at this time.
 

 *to be built
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Assessment - Average: 2.3 || Total: 9
 

 *Milestones are well done
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Optimism Relationship - Average: 1.5 || Total: 6
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2
 

 

 Criteria: User Retention - Average: 1.5 || Total: 6
 

 *So you've joined farcaster - then what does Unitap do from here?
 

 *No real incentive for users to stay"
Unifra- Open Infrastructure for everyone,https://app.charmverse.io/op-grants/unifra-open-infrastructure-for-everyone-9056352186275152,Builder Grants 2,72,"Criteria: Builder Commitment - Average: 1.8 || Total: 7
 

 *doesn't lock in anynoe
 

 

 Criteria: Builder Draw - Average: 1.5 || Total: 6
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Development of OP Stack - Average: 1.0 || Total: 4
 

 *crowded marketplace not clear builder draw
 

 

 Criteria: Discretionary Factors - Average: 0.3 || Total: 1
 

 *This is highly needed part of inra not sure if that should be in the builders grants MR though.
 

 

 Criteria: Grant size - Average: 1.5 || Total: 6
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 *heavy way to do it
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Novelty - Average: 1.5 || Total: 6
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 0.8 || Total: 3
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10"
Tribuni: Forum & Proposal Alerts/Summary System,https://app.charmverse.io/op-grants/tribuni-forum-proposal-alerts-summary-system-27035076138360314,Builder Grants 2,75,"Criteria: Builder Commitment - Average: 1.8 || Total: 7
 

 

 Criteria: Builder Draw - Average: 1.5 || Total: 6
 

 *people would be surprised how much decision making goes on in telegram - it's the new golf
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.3 || Total: 1
 

 

 Criteria: Development of OP Stack - Average: 0.0 || Total: 0
 

 

 Criteria: Discretionary Factors - Average: 0.5 || Total: 2
 

 *i think the proposal itself is very well considered and i like the use of the numbaNERD framework -- i wish more projects would be as principled in making their ask
 

 *This is a spray-and-pray type of application. However we had a specific MR for those exact applications so I'm not sure why did it land in Buidlers.
 

 

 Criteria: Grant size - Average: 3.3 || Total: 13
 

 *a rare example of a team actually mapping asks to deliverables
 

 

 Criteria: Likelihood of success - Average: 1.5 || Total: 6
 

 *tg-native support is a great angle
 

 

 Criteria: Milestone Orientation - Average: 0.8 || Total: 3
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.3 || Total: 9
 

 

 Criteria: Opensource - Average: 1.8 || Total: 7
 

 

 Criteria: Optimism Relationship - Average: 1.3 || Total: 5
 

 *here I treat deployment in a broader term of application
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10
 

 *stacked team"
Toros Finance,https://app.charmverse.io/op-grants/toros-finance-25485143203443594,Growth Experiment grant,142,"Criteria: Code Audit - Average: 2.4 || Total: 12
 

 *Audited by Certik Iosiro Zach Obront independent auditor
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 3
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Distribution implementation plan - Average: 2.0 || Total: 10
 

 *Distribution plan lacks key details such as how much OP a user can earn for specific tasks and any limitations thereof
 

 

 Criteria: Experimentation and Novelty - Average: 1.8 || Total: 9
 

 *automated farming
 

 

 Criteria: Grant size - Average: 1.0 || Total: 5
 

 *Ask is moderately large
 

 *max score for size of request
 

 *150000
 

 

 Criteria: intuitivity and ease of use - Average: 2.2 || Total: 11
 

 *standard ux
 

 *straightforward UI
 

 

 Criteria: Likelihood of success - Average: 2.6 || Total: 13
 

 

 Criteria: Milestone Assessment - Average: 2.2 || Total: 11
 

 *Milestones should be more aggressive for the size of grant
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 10
 

 

 Criteria: Optimism Relationship - Average: 1.4 || Total: 7
 

 

 Criteria: Reach - Average: 2.2 || Total: 11
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.6 || Total: 13
 

 *Users will always seek ways to leverage assets even more useful if new strategies are added.
 

 

 Criteria: Team assessment - Average: 2.8 || Total: 14
 

 

 Criteria: User Retention - Average: 2.6 || Total: 13
 

 *Users of these protocols are likely to return due to familiarity."
TLX - Leveraged Tokens Protocol,https://app.charmverse.io/op-grants/page-30214846747356794,Growth Experiment grant,125,"Criteria: Code Audit - Average: 1.6 || Total: 8
 

 *updated to reflect audit
 

 *Audit added
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.4 || Total: 2
 

 *demo included
 

 *Video demo gave points in UX category
 

 *No dapp
 

 

 Criteria: Discretionary Factors - Average: 0.2 || Total: 1
 

 *I like this use case
 

 

 Criteria: Distribution implementation plan - Average: 2.0 || Total: 10
 

 *This is just paying users to pay the protocol better to have them waive fees and provide incentives on top
 

 

 Criteria: Experimentation and Novelty - Average: 2.2 || Total: 11
 

 *These kind of primatives are successful in tradfi bringing them to defi using an optimism-native protocol would be a big win.
 

 *multitude of products in this sector
 

 

 Criteria: Grant size - Average: 2.2 || Total: 11
 

 *Grant size is moderate
 

 

 Criteria: intuitivity and ease of use - Average: 1.6 || Total: 8
 

 *UI is fairly simplistic
 

 *to be built
 

 *No dapp
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 10
 

 *Likelihood of success for unlaunched projects will always be rated lower.
 

 

 Criteria: Milestone Assessment - Average: 2.4 || Total: 12
 

 *Would be better with traction-based milestones in addition to the launch-based milestones.
 

 *Milestones are metrics based
 

 

 Criteria: Milestone Trackability - Average: 1.6 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.0 || Total: 5
 

 *Not deployed but intending to be optimism native
 

 

 Criteria: Reach - Average: 2.2 || Total: 11
 

 *Reaches OP users along with users from other chains
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.2 || Total: 11
 

 *Leveraged tokens are an interesting use case
 

 *Minting Leveraged assets allows traders to build upon complex strategies useful in many scenarios.
 

 

 Criteria: Team assessment - Average: 1.8 || Total: 7
 

 

 Criteria: Timely Submission - Average: 0.0 || Total: 0
 

 

 Criteria: User Retention - Average: 2.0 || Total: 10
 

 *Minters are likely return to redeem and may possibly mint another asset"
Timeswap,https://app.charmverse.io/op-grants/page-011670432856976554,Growth Experiment grant,142,"Criteria: Code Audit - Average: 3.2 || Total: 16
 

 *Peckshield
 

 *PeckShield Trust Security
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 5
 

 *Deployed across multiple chains.
 

 

 Criteria: Discretionary Factors - Average: -0.7 || Total: -2
 

 *Lowered score because of the zero-sum game dynamics introduced by being on a large number of chains and distributing grants from multiple chains. Users tend to flow in and out based on the highest yields as the grants come and go.
 

 

 Criteria: Distribution implementation plan - Average: 1.8 || Total: 9
 

 *Needs additional information / clarification here.
 

 *As categories the distribution is fine but there is no information on amount for what specific activities and any applicable limits meaning there is a wide range of possible distribution plans under the information provided
 

 *distribution is going to users in full but more clarification is needed on what pools will actually be incentivized
 

 

 Criteria: Experimentation and Novelty - Average: 2.4 || Total: 12
 

 *Novel lending usage/usecase (non-liquidatable CDP style)
 

 

 Criteria: Grant size - Average: 2.2 || Total: 11
 

 *Large grant given current Optimism TVL.
 

 *50000
 

 *Pretty fair grant size to trial a new lending market.
 

 *reduced ask
 

 

 Criteria: intuitivity and ease of use - Average: 2.2 || Total: 11
 

 *Semi complex protocol
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 10
 

 *Lower history/TVL but reasonable chance of success.
 

 *new protocol new type of lending market hard to properly estimate.
 

 *Fixed term has struggled to find fit in DeFi
 

 *protocol is new
 

 

 Criteria: Milestone Assessment - Average: 2.4 || Total: 12
 

 *Reasonable TVL and Volume milestones.
 

 *Reasonable Milestones
 

 *Milestones would hold the proposer accountable
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 10
 

 

 Criteria: Optimism Relationship - Average: 1.4 || Total: 7
 

 *Deployed across many chains.
 

 

 Criteria: Reach - Average: 2.0 || Total: 10
 

 *As a complex protocol the types of users it attracts are expert level that do not use simplified money markets.
 

 *these protocols reach a smaller batch of expert users with complex strategies
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.4 || Total: 12
 

 *New innovative lending market difficult to know how it will performn and how participants will react.
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 10
 

 

 Criteria: Timely Submission - Average: -1.0 || Total: -1
 

 *Focused on multiple chains hard to properly estimate users flowing in and out based on incentives vs genuine stickiness
 

 

 Criteria: User Retention - Average: 2.0 || Total: 10
 

 *Currently spread across multiple chains and distributing boosted yield w/ARB tokens. It's likely that users will jump from chain to chain chasing the highest yield.
 

 *Spread across multiple chains
 

 *someone locked into a lending protocol is almost guaranteed to return."
The OP Fault Proof CTF,https://app.charmverse.io/op-grants/the-op-fault-proof-ctf-39249094150592323,Fraud Proof CTF,118,"Criteria: Code Audit - Average: 0.0 || Total: 0
 

 *N/A
 

 *N/A this *is* to help audit
 

 *N/A
 

 *n/a
 

 

 Criteria: Decentralization Impact - Average: 3.0 || Total: 15
 

 *Critical area of decentralization which OP requires (and the superchain)
 

 

 Criteria: Discretionary - Average: 0.3 || Total: 1
 

 *Critical area of OP which hasn't been worked out yet.
 

 

 Criteria: Distribution implementation plan - Average: 2.8 || Total: 14
 

 

 Criteria: Feasibility and Decentralization Strategy - Average: 2.4 || Total: 12
 

 

 Criteria: Grant size - Average: 2.6 || Total: 13
 

 *Fair amount of OP ask given the amount of work required to get this off the ground
 

 *in line with intended request size
 

 *Setting up a CTF requires a lot of backend work and cordination
 

 

 Criteria: Milestone Assessment - Average: 2.4 || Total: 12
 

 

 Criteria: Milestone Trackability - Average: 1.4 || Total: 7
 

 

 Criteria: Optimism Relationship - Average: 1.0 || Total: 4
 

 *N/A
 

 

 Criteria: Reach - Average: 3.0 || Total: 15
 

 *Reaches every user interacting with the chain & all dapps
 

 

 Criteria: Team assessment & capability - Average: 2.6 || Total: 13
 

 

 Criteria: Users - Average: 2.4 || Total: 12"
The Ikigai Game - Builder Grant,https://app.charmverse.io/op-grants/the-ikigai-game-builder-grant-6604538157689168,Builder Grants 2,69,"Criteria: Builder Commitment - Average: 1.3 || Total: 5
 

 

 Criteria: Builder Draw - Average: 1.3 || Total: 5
 

 *speculative but explicitly geared toward devs
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.8 || Total: 3
 

 

 Criteria: Development of OP Stack - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors - Average: 0.3 || Total: 1
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 *low ask but asking for the entirety of the build
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 *highly speculative but interesting vertical
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 6
 

 

 Criteria: Novelty - Average: 2.3 || Total: 9
 

 *Unique
 

 *certainly novel implementation of education
 

 

 Criteria: Opensource - Average: 1.3 || Total: 5
 

 

 Criteria: Optimism Relationship - Average: 0.8 || Total: 3
 

 

 Criteria: Team assessment - Average: 1.8 || Total: 7
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
Supercharge OP Mainnet,https://app.charmverse.io/op-grants/supercharge-op-mainnet-8226050827659255,Growth Experiment grant,145,"Criteria: Code Audit - Average: 2.8 || Total: 14
 

 *sherlock
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 5
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *Layer3 is a helpful avenue to introduce new or inactive users to protocols on Optimism
 

 *Hard to see how these learn to earn / paid action websites continue into the future.
 

 

 Criteria: Distribution implementation plan - Average: 2.0 || Total: 10
 

 *Distribution plan lacks key details such as how much OP a user can get for what (categories of) tasks limitations thereof and specific protocol list to benefit/clear guidance on how those will be determined to minimize discretion of the applicant
 

 

 Criteria: Experimentation and Novelty - Average: 2.0 || Total: 10
 

 *Many similar projects in the category
 

 

 Criteria: Grant size - Average: 2.2 || Total: 11
 

 *35000
 

 *35k sizing though Layer3 has gotten a few of these in the past
 

 

 Criteria: intuitivity and ease of use - Average: 2.4 || Total: 12
 

 *layer3. enough said
 

 

 Criteria: Likelihood of success - Average: 2.4 || Total: 12
 

 

 Criteria: Milestone Assessment - Average: 2.6 || Total: 13
 

 *Strong usage milestones
 

 *Milestones could be more aggressive for the size of request
 

 *Usgae/impact milestones with ample data
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.4 || Total: 7
 

 

 Criteria: Reach - Average: 2.2 || Total: 11
 

 *quests have broad appeal
 

 *Reaches a large number of users but typically these users are mercenaries.
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 1.4 || Total: 7
 

 *Onchain learn to earn/ rewards for activites are used by users but hard to see how they're sustainable without any sort of rewards.
 

 

 Criteria: Team assessment - Average: 2.6 || Total: 13
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2
 

 

 Criteria: User Retention - Average: 2.0 || Total: 10
 

 *Mercneary users / minimum utility at this level"
Superchain Trading Tools,https://app.charmverse.io/op-grants/superchain-trading-tools-06248027711227655,Builder Grants 2,73,"Criteria: Builder Commitment - Average: 2.0 || Total: 8
 

 

 Criteria: Builder Draw - Average: 2.3 || Total: 9
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.0 || Total: 0
 

 

 Criteria: Development of OP Stack - Average: 1.3 || Total: 5
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *gerat idea but the ask is egregious - recommend building and applying for retro
 

 

 Criteria: Grant size - Average: 1.0 || Total: 4
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 *could see some takeup here but other repos haven't been used that much
 

 

 Criteria: Milestone Orientation - Average: 0.3 || Total: 1
 

 

 Criteria: Milestone Trackability - Average: 0.8 || Total: 3
 

 

 Criteria: Novelty - Average: 2.3 || Total: 9
 

 *good way to bring in builders
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10"
Strands' Optimism Integration Acceleration,https://app.charmverse.io/op-grants/strands-optimism-integration-acceleration-6171257133376422,Builder Grants 2,86,"Criteria: Builder Commitment - Average: 2.3 || Total: 9
 

 *Has runway
 

 

 Criteria: Builder Draw - Average: 1.8 || Total: 7
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Development of OP Stack - Average: 1.8 || Total: 7
 

 *users could need SCs
 

 

 Criteria: Discretionary Factors - Average: 0.5 || Total: 2
 

 *I like the idea of CME futures into Web3
 

 *highly interesting and relevant product good attn paid to app
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 *They dropped from 50k to 35k
 

 

 Criteria: Likelihood of success - Average: 2.3 || Total: 9
 

 *Tightly integrated with lyra
 

 *if highly tied to lyra good positioning would be great to make universally composable
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.0 || Total: 8
 

 *Very novel ideas I like the CME aspect
 

 

 Criteria: Opensource - Average: 1.3 || Total: 5
 

 

 Criteria: Optimism Relationship - Average: 1.3 || Total: 5
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
Stake Together L2 Staking Products on Optimism,https://app.charmverse.io/op-grants/stake-together-l2-staking-products-on-optimism-7670530949549383,Liquid staked ETH Optimism's home,137,"Criteria: Code Audit (mark 0 if not applicable) - Average: 0.0 || Total: 0
 

 *New product not built yet
 

 *No audit atm.
 

 *N/A
 

 

 Criteria: Discretionary - Average: 0.3 || Total: 1
 

 

 Criteria: Distribution implementation plan - Average: 2.2 || Total: 11
 

 *A portion of the grant would have more impact if it was used to reward crosschain stakers staking on optimism
 

 

 Criteria: Experimentation and Novelty - Average: 2.4 || Total: 12
 

 

 Criteria: Grant size - Average: 2.6 || Total: 13
 

 *50000
 

 *Grant size is on the larger end for deliverables
 

 

 Criteria: Intuitivity and ease of use - Average: 2.4 || Total: 12
 

 *UX is enterprise grade
 

 

 Criteria: Likelihood of success - Average: 2.4 || Total: 12
 

 *Project will be around for the distant future
 

 

 Criteria: Milestone Assessment - Average: 1.4 || Total: 7
 

 *Milestones are not metrics based
 

 *Milestones are deployments without any metrics on user adoption
 

 *Milestones do not include usage metrics which are critical to a good grant.
 

 Feedback added regarding this.
 

 *Milestones hold the proposer accountable but could include more relevant usage metrics
 

 

 Criteria: Milestone Trackability - Average: 1.2 || Total: 6
 

 

 Criteria: Optimism Relationship - Average: 0.2 || Total: 1
 

 *Reasonable plan to both deploy to Optimism & dedicate some amount of revenue to ongoing public goods funding.
 

 

 Criteria: Reach - Average: 3.6 || Total: 18
 

 *LSTs are widely adopted
 

 *LST's/LRT's are widely adopted and can have many downstream adoption.
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 3.2 || Total: 16
 

 *staking is a web3 thing
 

 

 Criteria: Team assessment - Average: 2.6 || Total: 13
 

 *Team has merit
 

 

 Criteria: User Retention - Average: 3.0 || Total: 15
 

 *Users are likely to return once products are used"
Spyre: The Casual-Competitive Gaming Platform,https://app.charmverse.io/op-grants/spyre-the-casual-competitive-gaming-platform-9654707981434987,Builder Grants 2,64,"Criteria: Builder Commitment - Average: 1.5 || Total: 6
 

 

 Criteria: Builder Draw - Average: 1.3 || Total: 5
 

 *more of a user thing
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.8 || Total: 3
 

 

 Criteria: Development of OP Stack - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors - Average: -0.3 || Total: -1
 

 *fun idea enormous ask not clear OP alignment
 

 

 Criteria: Grant size - Average: 0.8 || Total: 3
 

 *enormous ask asking us to fund entire thing largely
 

 

 Criteria: Likelihood of success - Average: 1.3 || Total: 5
 

 *vertical is good but competitive and this is early
 

 

 Criteria: Milestone Orientation - Average: 1.0 || Total: 4
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Novelty - Average: 2.3 || Total: 9
 

 

 Criteria: Opensource - Average: 1.3 || Total: 5
 

 

 Criteria: Optimism Relationship - Average: 1.5 || Total: 6
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10
 

 *team has solid backgrounds"
Spongly Sports Markets Growth Proposal,https://app.charmverse.io/op-grants/page-659336203753266,Growth Experiment grant,132,"Criteria: Code Audit - Average: 1.6 || Total: 8
 

 *Thales code audited
 

 *still in development
 

 *Uses thales contracts
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 5
 

 

 Criteria: Discretionary Factors - Average: 0.2 || Total: 1
 

 *It's a novel application that would benefit from increased liquidity and has a reasonably designed distribution plan.
 

 *Like the use case
 

 *Distribution plan appears to include rebates for platform fees allowing for the applicant to profit directly from the grant. While we support rebates for 3rd party fees (e.g. gas or underlying protocols that have costs) we don't support governance providing OP to users to offset fees paid to applicants.
 

 

 Criteria: Distribution implementation plan - Average: 2.2 || Total: 11
 

 *Fee rebates are a great way to encourage growth while avoiding mercenaries.
 

 *see general comments
 

 

 Criteria: Experimentation and Novelty - Average: 2.2 || Total: 11
 

 *Unique in the additional functions it adds to standard sports markets.
 

 *copy trading sports bets
 

 *differentiation is copy trading ability
 

 

 Criteria: Grant size - Average: 1.8 || Total: 9
 

 *This is an area where liquidity is needed to be bootstrapped grant size seems proportional.
 

 *50000
 

 *Ask is at the max for the tier
 

 

 Criteria: intuitivity and ease of use - Average: 1.6 || Total: 8
 

 *still in development
 

 *UX is simplistic
 

 

 Criteria: Likelihood of success - Average: 1.4 || Total: 7
 

 *It's a new onchain concept and requires a large amount of liquidity bootstrapping to get going.
 

 *would score higher if project was further along in development
 

 *still being developed
 

 

 Criteria: Milestone Assessment - Average: 2.2 || Total: 11
 

 *Reasonable goals with weekly volume targets.
 

 *Milestones are development-centric
 

 

 Criteria: Milestone Trackability - Average: 1.6 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.6 || Total: 8
 

 *Multi-chain.
 

 

 Criteria: Reach - Average: 2.0 || Total: 10
 

 *currently only showing 23 users
 

 *Reaches a decent amount of users
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.4 || Total: 12
 

 *Sports betting are a huge market that makes sense to be brought onchain.
 

 *Sports betting has shown to be a clear use case
 

 *Sports betting and copy trading go hand in hand. has a use case
 

 

 Criteria: Team assessment - Average: 2.2 || Total: 11
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2
 

 

 Criteria: User Retention - Average: 2.0 || Total: 10
 

 *Likely to reach sustained users.
 

 *depending on user experience its likely they return"
